,Frame,camera_Rotation_X,camera_Rotation_Y,camera_Rotation_Z,camera_Rotation_W,camera_Position_X,camera_Position_Y,camera_Position_Z
0,0,0.6893592165689898,0.6838371805555199,-0.16628515496247176,-0.17175514041906492,0.8735242486000061,0.2059740573167801,0.5820750594139099
1,1,0.6893230958676719,0.6838472814267738,-0.16640404044040916,-0.17174475396275113,0.8734768629074097,0.20607058703899384,0.5819261074066162
2,2,0.6892858360291657,0.6838916720651645,-0.16643910799863462,-0.17168354742987604,0.8732516765594482,0.2061326652765274,0.581956148147583
3,3,0.6891732888392874,0.6840168275945707,-0.16655185962572866,-0.17152736100433397,0.8730210065841675,0.206472247838974,0.5819694399833679
4,4,0.6891022218100226,0.6841765622840305,-0.16672444829999294,-0.17100736199579095,0.8726403713226318,0.20694558322429657,0.5822360515594482
5,5,0.6889196844308865,0.6844608819341372,-0.16693520874793663,-0.17039837319022058,0.87215656042099,0.20774252712726593,0.5825466513633728
6,6,0.6888268163756865,0.6845229256837398,-0.16704943951696763,-0.17041263454385178,0.8720164895057678,0.20792745053768158,0.5823931694030762
7,7,0.6886474149014499,0.684421819760907,-0.16787556580915294,-0.17073167541196232,0.8718023300170898,0.20798644423484802,0.5830625295639038
8,8,0.6893103215490505,0.6841369110873486,-0.1675402491060029,-0.16952354533605138,0.8741209506988525,0.19943270087242126,0.5860046744346619
9,9,0.6890565565100824,0.6841193200253324,-0.1685601371699721,-0.16961514689373958,0.8751412034034729,0.18444213271141052,0.5847214460372925
10,10,0.6896419638892999,0.6833878390824097,-0.16858430672223396,-0.17015979126740852,0.8623730540275574,0.17430153489112854,0.5857698917388916
11,11,0.6903310564492057,0.682605224743165,-0.1669700517889245,-0.17208759821864245,0.8425338268280029,0.1698494255542755,0.5889267325401306
12,12,0.6748120137640763,0.6985876023706151,-0.16887148402959265,-0.16759036301467548,0.8391969799995422,0.17700472474098206,0.5897868275642395
13,13,0.6670831205022958,0.7052239190470598,-0.1614026849919292,-0.177787816292967,0.8447610139846802,0.1638316810131073,0.5860413312911987
14,14,0.6584674631621378,0.7100043878855096,-0.1617477337690739,-0.19013689742054377,0.8572924733161926,0.15677431225776672,0.5788756608963013
15,15,0.6493624118851465,0.7131120545708314,-0.1680302744390586,-0.20387614506951857,0.8732265830039978,0.15492115914821625,0.5681042075157166
16,16,0.6408123106825543,0.7151489288077834,-0.17482017239520736,-0.21762237804618276,0.8899305462837219,0.15303705632686615,0.5564005970954895
17,17,0.6824940695579689,0.691357898032579,-0.1697870397138328,-0.16552481080306347,0.8351881504058838,0.17987509071826935,0.5919348001480103
18,18,0.632862709467229,0.7160256699695524,-0.1822029758868565,-0.23150400965949777,0.9062958359718323,0.15184104442596436,0.5443474054336548
19,19,0.6182779019615098,0.7153251361385116,-0.19781774118517007,-0.2586706918591486,0.9391657710075378,0.14880956709384918,0.51829993724823
20,20,0.6131499160774646,0.7129800561822386,-0.20510207049750317,-0.27136646914865403,0.9546400308609009,0.14509449899196625,0.505233883857727
21,21,0.607436675198369,0.7115323594808217,-0.21148205607803636,-0.28287404793054455,0.969188392162323,0.14229901134967804,0.4931720495223999
22,22,0.6250234276880652,0.7160879345782978,-0.19025998694287707,-0.24569273933298436,0.923682451248169,0.15015970170497894,0.5310029983520508
23,23,0.6065660220931925,0.7050041909500655,-0.21533818282914757,-0.2977855244982957,0.9829537272453308,0.13131050765514374,0.47881442308425903
24,24,0.61113072688216,0.6904179739270586,-0.22245728419570227,-0.31678859298783285,0.9984397292137146,0.11780600249767303,0.45966094732284546
25,25,0.6106708223945866,0.6838712304515632,-0.22303616102925986,-0.3311437115663139,1.0108810663223267,0.10405057668685913,0.4479072391986847
26,26,0.619114619337865,0.6786745091805642,-0.191073237434125,-0.3458164493587506,0.9979085922241211,0.05894914269447327,0.4458231031894684
27,27,0.6142074369945555,0.6769358828122344,-0.21174086342062542,-0.34593762683421464,1.0110501050949097,0.07901442050933838,0.4380500018596649
28,28,0.6248219055764388,0.681367263399942,-0.18271930874117212,-0.3345891404272559,0.9851219058036804,0.05805175006389618,0.45861902832984924
29,29,0.6311640048818824,0.682736386234882,-0.17757977765283536,-0.32244138757480667,0.9727696776390076,0.06010054796934128,0.4708934724330902
30,30,0.6407792067033377,0.6769579782774223,-0.16942029362797337,-0.32004166605334,0.96537846326828,0.053554076701402664,0.487821489572525
31,31,0.6511102961267556,0.6670809137933428,-0.16788233949264955,-0.320739702588941,0.9634515047073364,0.05249815806746483,0.5028419494628906
32,32,0.6579261873142996,0.6610719820266485,-0.1653069497137397,-0.3206096988579209,0.9587065577507019,0.05767364799976349,0.5215985774993896
33,33,0.6639594894360294,0.6584689294300342,-0.16300673713833383,-0.31465102734716416,0.9504725337028503,0.06170343980193138,0.5325618386268616
34,34,0.663723303113323,0.6607647480499038,-0.1561885369355145,-0.31379366719044954,0.9489297270774841,0.053964100778102875,0.5359870791435242
35,35,0.6594664302504094,0.6611956760322192,-0.14808187317700972,-0.32557036751747964,0.955808162689209,0.0338883139193058,0.5274498462677002
36,36,0.6546090066822112,0.661958806354044,-0.13945679710801825,-0.33741575067152857,0.9622082114219666,0.015353359282016754,0.5187360644340515
37,37,0.6495840067187527,0.6620753130342101,-0.12954847393255534,-0.35059105948042946,0.9681596159934998,-0.004288754891604185,0.508589506149292
38,38,0.6444349053756492,0.6602484785717935,-0.11631789459001751,-0.36775772823321584,0.9740524888038635,-0.03004087135195732,0.4945053160190582
39,39,0.6379907301423248,0.658684187725625,-0.10898567410619014,-0.38369922065638395,0.9816438555717468,-0.048485394567251205,0.47779718041419983
40,40,0.6308554611507152,0.6568469411397044,-0.0961102594142954,-0.40166690315116677,0.9872708916664124,-0.0708974078297615,0.4605399966239929
41,41,0.6227126224781798,0.641778606251116,-0.08076488351778117,-0.440257020335942,0.9981143474578857,-0.11239129304885864,0.4157654047012329
42,42,0.6272571272895083,0.6275525433030599,-0.07786117780679061,-0.4546030561367951,0.9973108172416687,-0.13096149265766144,0.3977538049221039
43,43,0.6375438338645442,0.6094519754029849,-0.0776603997509135,-0.46483869448360937,0.9918226003646851,-0.14797714352607727,0.38430461287498474
44,44,0.6240928291844414,0.6530163814312777,-0.08936634310618612,-0.419632461640883,0.99458247423172,-0.08857259899377823,0.4392324984073639
45,45,0.6505230062014479,0.601442263741188,-0.08235760413713344,-0.4564036008066736,0.9835830926895142,-0.14728832244873047,0.39522260427474976
46,46,0.6612664487336417,0.6000476050674242,-0.09178863193210743,-0.44073166720815354,0.9768860340118408,-0.13363775610923767,0.413211464881897
47,47,0.6683662389972549,0.5998903747276647,-0.09312979528085766,-0.4298196716167281,0.9683681726455688,-0.12792497873306274,0.42529216408729553
48,48,0.6748186691159868,0.6017465333658018,-0.09135638457520054,-0.4173426462657711,0.9575708508491516,-0.1215946227312088,0.4402522146701813
49,49,0.6817282045340659,0.6027835106766865,-0.09113322378137378,-0.4044668465056958,0.9474186301231384,-0.11369998008012772,0.4553793668746948
50,50,0.6891403714918253,0.6037756475556226,-0.08444046034889538,-0.3916763006041652,0.9326071739196777,-0.1124025508761406,0.4699877202510834
51,51,0.688622840879193,0.604543104980256,-0.07451736783845926,-0.3934124796326734,0.9262879490852356,-0.12187699228525162,0.4683602452278137
52,52,0.6898136179984463,0.5976424474487353,-0.0712688070114931,-0.40236977344047326,0.917220413684845,-0.1308446079492569,0.46616068482398987
53,53,0.6905158757511682,0.5968349894688079,-0.070422983894675,-0.4025126383366557,0.9036471843719482,-0.12342876195907593,0.47956469655036926
54,54,0.6907438840739206,0.5964297616387347,-0.07149246715699337,-0.40253354293256427,0.8914644122123718,-0.11125810444355011,0.4941492974758148
55,55,0.6920978412628801,0.5942725465276515,-0.07120332542167918,-0.40344863986844226,0.8787470459938049,-0.1012282744050026,0.5071641206741333
56,56,0.6927902909433864,0.5933256714793018,-0.07149175398435897,-0.40360276194601746,0.8683316707611084,-0.09051705151796341,0.5201604962348938
57,57,0.6940044727818266,0.5918733758078425,-0.07232914728484477,-0.40349992964273795,0.866556704044342,-0.08708111196756363,0.5306517481803894
58,58,0.6988896167598829,0.580064871798954,-0.07515110293069108,-0.41161919272355063,0.8736956715583801,-0.09321577101945877,0.5263700485229492
59,59,0.6991064159692126,0.5739370220213267,-0.07380911466068858,-0.41999848630319936,0.8796244859695435,-0.10779549181461334,0.518261194229126
60,60,0.6958001672983619,0.5710206861638342,-0.06888128585053642,-0.4301777209713821,0.885237991809845,-0.1268082857131958,0.5068446397781372
61,61,0.6912490368511424,0.5695459837866083,-0.06155684218658743,-0.4404575990772872,0.890002965927124,-0.14602498710155487,0.4951815903186798
62,62,0.6864396608537208,0.567215201513172,-0.05291343194033071,-0.4519598166869448,0.8937012553215027,-0.16627109050750732,0.4820343255996704
63,63,0.6741561789233693,0.5629002362948191,-0.035615725565835976,-0.47685248294530025,0.9020447731018066,-0.20519350469112396,0.44999960064888
64,64,0.6666076990218206,0.5605509744640467,-0.026659402772574663,-0.4906180356204317,0.9062685370445251,-0.2235126793384552,0.4311763048171997
65,65,0.6586156937058587,0.5571004798005368,-0.01765786237639672,-0.5055221293936186,0.9100198745727539,-0.24185727536678314,0.4093445837497711
66,66,0.6483047411066436,0.5540203749682455,-0.008007723710346004,-0.5222051925629152,0.914820671081543,-0.2588304877281189,0.38421332836151123
67,67,0.6810702762191213,0.5645906303164429,-0.0440385179474737,-0.4641565554278876,0.8973333239555359,-0.1865619421005249,0.466959685087204
68,68,0.6378317804761376,0.5517289300125837,-0.00026128297561894386,-0.5373692765064043,0.9203592538833618,-0.2716822922229767,0.36081361770629883
69,69,0.6253652693045751,0.5494485297573837,0.006536049492563205,-0.5540594491136276,0.9277271032333374,-0.28313493728637695,0.33338627219200134
70,70,0.6075214473631375,0.5452238050724644,0.015520231740713918,-0.577414769280122,0.9309635758399963,-0.28528842329978943,0.29337555170059204
71,71,0.6071880371229392,0.5459808499978768,0.01548188057227067,-0.5770510466018878,0.9207283854484558,-0.2661435604095459,0.2993634343147278
72,72,0.6063324779696975,0.5459615040933147,0.014487193487530765,-0.5779940167788475,0.9111126661300659,-0.2453652024269104,0.30580559372901917
73,73,0.6057124678424098,0.5475115676688979,0.01439264610791105,-0.577179643877897,0.903302013874054,-0.2230837494134903,0.31319376826286316
74,74,0.6041111870241745,0.5507359725496386,0.012784570243940054,-0.575826464323866,0.8965163230895996,-0.20151005685329437,0.31686702370643616
75,75,0.6056056142434475,0.549288800785611,0.009694375481259544,-0.5756992899182265,0.8900532126426697,-0.18835243582725525,0.311870276927948
76,76,0.6120350299255446,0.547825341053787,0.011843334698804279,-0.5702282466403711,0.9357593655586243,-0.29047009348869324,0.3064012825489044
77,77,0.5980068861582765,0.5500424696687163,0.01331331153449951,-0.5828068302654035,0.8947328925132751,-0.18890000879764557,0.30119916796684265
78,78,-0.5853865816089258,-0.5484565397729007,-0.017422166636112287,0.5968370314937375,0.9036095142364502,-0.19602465629577637,0.28075557947158813
79,79,-0.5744263587252144,-0.5442375981735805,-0.018694255245411132,0.6111385439953554,0.9124168753623962,-0.201618954539299,0.25875771045684814
80,80,-0.561012463830289,-0.5414022982133841,-0.025291788627552353,0.6257067143193797,0.9183589816093445,-0.20780254900455475,0.23593059182167053
81,81,-0.5461532787033134,-0.5388733165758302,-0.030150323234469877,0.6406427263717609,0.9255045652389526,-0.21154102683067322,0.21149712800979614
82,82,-0.5296436721622856,-0.5351785816611742,-0.034183903629728216,0.657185610769299,0.9326759576797485,-0.21347388625144958,0.18372586369514465
83,83,-0.5117831152087043,-0.5311837611488187,-0.03806568983881625,0.6741460213753129,0.9395102858543396,-0.21276281774044037,0.15523943305015564
84,84,-0.4959669373479939,-0.5455015147555659,-0.04298427301386018,0.6742382714816064,0.94964599609375,-0.20421560108661652,0.15419317781925201
85,85,-0.47081312469098735,-0.5956538178080416,-0.05312107385509784,0.6486213706484657,0.9672566652297974,-0.1805153489112854,0.19027841091156006
86,86,-0.46357574872871177,-0.6038851431280963,-0.05454556049124324,0.6460998691614704,0.9709240794181824,-0.16678284108638763,0.19965369999408722
87,87,-0.4616246151624282,-0.6063740144017953,-0.05473566209197828,0.6451490344329317,0.9737765789031982,-0.15365655720233917,0.21231521666049957
88,88,-0.4614581836105665,-0.6071584487806089,-0.057576316409624496,0.6442824928879103,0.9738108515739441,-0.14251551032066345,0.22281408309936523
89,89,-0.46034016708291897,-0.6075460084319384,-0.05748574230264346,0.6447248774790711,0.9745193123817444,-0.128021240234375,0.22501571476459503
90,90,-0.44872517520726524,-0.6081172693041953,-0.056879005178542906,0.6523832329843534,0.9820904731750488,-0.12078022956848145,0.21499672532081604
91,91,-0.48329401994715765,-0.5714775814099736,-0.04828402117244877,0.6614445687497493,0.9593769311904907,-0.1923917531967163,0.17251095175743103
92,92,-0.44957434020277426,-0.6268589807501999,-0.03230967196686223,0.6355209012939343,0.9969441294670105,-0.09265449643135071,0.24025292694568634
93,93,0.45024503657959997,0.6332575694698648,0.012579230306314386,-0.6293695422479981,1.0076459646224976,-0.07356224209070206,0.24990594387054443
94,94,0.4534922856182281,0.6372520429163424,-0.007892106615072477,-0.6230507967548712,1.017914891242981,-0.055816229432821274,0.25820493698120117
95,95,-0.4439156395130424,-0.6172980079148347,-0.05079144875252804,0.647535561304337,0.9896501302719116,-0.11032260209321976,0.22218339145183563
96,96,0.44535607758277856,0.6458258432277897,-0.02085970627466007,-0.6197836856785853,1.0279808044433594,-0.03783285990357399,0.2628406286239624
97,97,0.4417555485723104,0.6434849589821674,-0.03760624485241732,-0.6239911162968551,1.0383445024490356,-0.023212188854813576,0.2558075189590454
98,98,0.44079436879540046,0.6343345669945255,-0.053457990839921185,-0.63282084729368,1.048986792564392,-0.014293307438492775,0.24185869097709656
99,99,-0.4387946080970562,-0.621612530372199,0.08272646740793073,0.6435941932455789,1.0679996013641357,0.004803122021257877,0.22146570682525635
100,100,-0.4406499748591641,-0.6301861554270842,0.0700349128916663,0.6354432469866257,1.0588010549545288,-0.0022393253166228533,0.2350439578294754
101,101,-0.43885361806582435,-0.6118265649833794,0.09596407961190419,0.6510504217919026,1.076521635055542,0.010323629714548588,0.20688292384147644
102,102,-0.44317753356449524,-0.6023062750578085,0.11061666124386622,0.6546638672058646,1.0847402811050415,0.01596907153725624,0.19751717150211334
103,103,-0.44675984156137993,-0.5932655490671274,0.12522610623915165,0.6578450080180827,1.0932644605636597,0.023050716146826744,0.1884874403476715
104,104,-0.4496981622196005,-0.5855741199098082,0.14173078522715138,0.6593837255400399,1.1020734310150146,0.03323151916265488,0.18073682487010956
105,105,-0.45208392118784874,-0.5833022348535029,0.14755163995822615,0.6584885303207384,1.0987752676010132,0.04841490834951401,0.17793884873390198
106,106,-0.4523809754867919,-0.5834540700536648,0.1482190221866723,0.6579999411986742,1.090205430984497,0.06102180853486061,0.17565272748470306
107,107,-0.45270163715375195,-0.5823575517585652,0.14772583141076215,0.6588611298005688,1.07980215549469,0.06935930997133255,0.17130136489868164
108,108,-0.453059490406741,-0.5820191392377297,0.14751404301644497,0.658961627734346,1.0703266859054565,0.0760534480214119,0.16802769899368286
109,109,-0.45891792538422504,-0.5838019613110753,0.14653214715875224,0.6535273043870671,1.0651040077209473,0.07578844577074051,0.17319661378860474
110,110,-0.47111261054799897,-0.5812867540245651,0.14454739397906657,0.6475065008724581,1.061518669128418,0.07011447846889496,0.18022513389587402
111,111,-0.4884973170443383,-0.563425369577186,0.14159990212898602,0.6510542925704093,1.0559653043746948,0.05165614187717438,0.17275452613830566
112,112,-0.4988674060067122,-0.5499755366381568,0.14901809273433622,0.6530327927152865,1.0579463243484497,0.045097142457962036,0.16422665119171143
113,113,-0.5104370268142399,-0.5323838946235003,0.1520634582689701,0.6579499487512965,1.0584518909454346,0.03241937980055809,0.15378567576408386
114,114,-0.5301800421987469,-0.4988789764548589,0.15738285846484124,0.6672776974895259,1.0571491718292236,0.009853984229266644,0.13346509635448456
